video,release_id,report_id_working,dvids_report_label,sample_index,approx_second,source_frame_index,phase,dvids_anchor,candidate_x,candidate_y,dx_from_frame_center,dy_from_frame_center,bbox_w,bbox_h,area,max_luma,mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,annotated_frame_path,zoom_patch_path
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,98,49.00,1470,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,839.7,655.1,-120.3,115.1,10,13,99,255,219.77,15,134.21,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0098_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0098_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,99,49.50,1485,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,824.4,651.7,-135.6,111.7,10,12,92,255,221.02,8,140.73,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0099_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0099_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,100,50.00,1500,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,814.2,644.0,-145.8,104.0,9,12,85,255,216.85,21,141.95,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0100_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0100_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,101,50.50,1515,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,804.4,632.0,-155.6,92.0,10,12,87,252,217.28,11,141.3,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0101_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0101_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,102,51.00,1530,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,793.6,620.8,-166.4,80.8,10,12,86,255,219.47,9,143.61,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0102_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0102_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,103,51.50,1545,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,787.1,610.7,-172.9,70.7,9,12,88,255,217.03,12,144.68,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0103_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0103_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,104,52.00,1560,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,795.1,603.8,-164.9,63.8,9,14,95,252,216.0,17,133.96,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0104_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0104_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,105,52.50,1575,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,818.6,600.6,-141.4,60.6,8,12,75,250,213.48,11,111.76,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0105_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0105_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,106,53.00,1590,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,844.5,607.1,-115.5,67.1,10,11,81,255,212.8,37,94.56,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0106_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0106_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,107,53.50,1605,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,870.7,614.9,-89.3,74.9,9,14,96,250,211.73,10,83.65,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0107_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0107_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,108,54.00,1620,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,899.4,621.5,-60.6,81.5,9,14,93,253,208.8,36,70.4,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0108_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0108_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,109,54.50,1635,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,923.6,619.7,-36.4,79.7,10,14,107,253,207.98,25,50.29,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0109_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0109_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,110,55.00,1650,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,941.0,606.9,-19.0,66.9,10,13,96,253,210.82,18,29.16,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0110_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0110_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,111,55.50,1665,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,947.9,578.6,-12.1,38.6,9,12,88,253,213.9,12,11.09,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0111_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0111_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,112,56.00,1680,visible-spectrum loss,DVIDS: 00:56 operator switches to visible spectrum and loses subject,955.6,547.4,-4.4,7.4,8,12,75,251,217.03,6,6.58,near colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0112_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0112_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,113,56.50,1695,visible-spectrum loss,DVIDS: 00:56 operator switches to visible spectrum and loses subject,,,,,,,,,,,,no candidate,none,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0113_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0113_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,114,57.00,1710,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,,,,,,,,,,,,no candidate,none,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0114_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0114_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,115,57.50,1725,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,,,,,,,,,,,,no candidate,none,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0115_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0115_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,116,58.00,1740,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1914.0,0.5,954.0,-539.5,11,2,22,255,129.77,1,1.5,intersects colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0116_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0116_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,117,58.50,1755,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1793.0,0.5,833.0,-539.5,13,2,26,254,131.96,3,1.5,intersects colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0117_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0117_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,118,59.00,1770,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,505.7,9.6,-454.3,-530.4,23,8,109,203,185.5,46,257.47,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0118_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0118_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,119,59.50,1785,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1902.5,507.2,942.5,-32.8,11,8,62,227,196.13,33,511.2,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0119_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0119_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,120,60.00,1800,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1874.7,80.8,914.7,-459.2,10,10,64,225,195.2,14,468.94,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0120_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0120_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,121,60.50,1815,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,603.2,12.7,-356.8,-527.3,40,12,296,195,175.62,42,275.97,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0121_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0121_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,122,61.00,1830,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1909.9,108.8,949.9,-431.2,14,54,452,237,174.36,27,42.01,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0122_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0122_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,123,61.50,1845,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1078.9,12.7,118.9,-527.3,31,14,207,210,199.42,25,421.23,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0123_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0123_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,124,62.00,1860,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1131.5,13.3,171.5,-526.7,58,16,538,232,211.29,7,166.94,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0124_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0124_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,125,62.50,1875,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1134.7,14.3,174.7,-525.7,62,22,723,228,208.59,7,384.72,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0125_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0125_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,126,63.00,1890,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1135.2,15.7,175.2,-524.3,66,23,794,224,206.49,19,383.42,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0126_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0126_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,127,63.50,1905,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1133.1,19.1,173.1,-520.9,62,25,562,238,216.29,21,379.75,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0127_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0127_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,128,64.00,1920,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1133.6,27.4,173.6,-512.5,47,27,400,238,217.74,16,376.3,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0128_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0128_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,129,64.50,1935,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1203.2,19.3,243.2,-520.7,26,13,208,235,214.27,17,55.14,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0129_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0129_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,130,65.00,1950,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,1138.7,44.4,178.7,-495.6,15,15,113,220,206.78,36,273.39,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0130_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0130_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,131,65.50,1965,SWIR black-hot non-reacquisition,DVIDS: 00:57-01:05 switches to SWIR black-hot but does not reacquire area of contrast,221.4,16.0,-738.6,-524.0,35,16,298,228,199.69,45,185.55,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0131_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0131_patch.jpg

