asset_url,asset_filename,asset_extension,manifest_types,record_ids,record_count,agencies,local_exact_filename_match,local_bytes,local_source_path,titles
"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",.pdf,PDF; VID,DOW-UAP-D032; DOW-UAP-PR031; DOW-UAP-PR032; DOW-UAP-PR033,4,Department of War,yes,651740,"I:\My Drive\UFO\dow-uap-d32-mission-report,-syria-october-2024.pdf","DOW-UAP-D032, Mission Report, Syria, October 2024 | DOW-UAP-PR031, Unresolved UAP Report, Syria, October 2024 | DOW-UAP-PR032, Unresolved UAP Report, Syria, October 2024 | DOW-UAP-PR033, Unresolved UAP Report, Syria, October 2024"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d33-mission-report-greece-october-2023.pdf,dow-uap-d33-mission-report-greece-october-2023.pdf,.pdf,PDF; VID,DOW-UAP-D033; DOW-UAP-PR034,2,Department of War,yes,897434,I:\My Drive\UFO\dow-uap-d33-mission-report-greece-october-2023.pdf,"DOW-UAP-D033, Mission Report, Greece, October 2023 | DOW-UAP-PR034, Unresolved UAP Report, Greece, October 2023"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d35-mission-report-greece-october-2023.pdf,dow-uap-d35-mission-report-greece-october-2023.pdf,.pdf,PDF; VID,DOW-UAP-D035; DOW-UAP-PR035,2,Department of War,yes,1415369,I:\My Drive\UFO\dow-uap-d35-mission-report-greece-october-2023.pdf,"DOW-UAP-D035, Mission Report, Greece, October 2023 | DOW-UAP-PR035, Unresolved UAP Report, Greece, October 2023"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,.pdf,PDF; VID,DOW-UAP-D038; DOW-UAP-PR036,2,Department of War,yes,342668,I:\My Drive\UFO\dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,"DOW-UAP-D038, Range Fouler Debrief, Middle East, May 2020 | DOW-UAP-PR036, Unresolved UAP Report, Middle East, May 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d4-mission-report-arabian-gulf-2020.pdf,dow-uap-d4-mission-report-arabian-gulf-2020.pdf,.pdf,PDF,DOW-UAP-D004,1,Department of War,yes,29121,I:\My Drive\UFO\dow-uap-d4-mission-report-arabian-gulf-2020.pdf,"DOW-UAP-D004, Mission Report, Arabian Gulf, 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d42-range-fouler-debrief-japan-2023.pdf,dow-uap-d42-range-fouler-debrief-japan-2023.pdf,.pdf,PDF,DOW-UAP-D042,1,Department of War,yes,295621,I:\My Drive\UFO\dow-uap-d42-range-fouler-debrief-japan-2023.pdf,"DOW-UAP-D042, Range Fouler Debrief, Japan, 2023"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf,dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf,.pdf,PDF,DOW-UAP-D044,1,Department of War,yes,297873,I:\My Drive\UFO\dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf,"DOW-UAP-D044, Range Fouler Reporting Form, Gulf of Aden, October 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d48-report-september-1996.pdf,dow-uap-d48-report-september-1996.pdf,.pdf,PDF,DOW-UAP-D048,1,Department of War,yes,22495083,I:\My Drive\UFO\dow-uap-d48-report-september-1996.pdf,"DOW-UAP-D048, Department of the Air Force Report, 1996"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d49-launch-summary-february-2000.pdf,dow-uap-d49-launch-summary-february-2000.pdf,.pdf,PDF,DOW-UAP-D049,1,Department of War,yes,9090715,I:\My Drive\UFO\dow-uap-d49-launch-summary-february-2000.pdf,"DOW-UAP-D049, Launch Summary, Vandenberg AFB, 2000"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d5-mission-report-arabian-gulf-2020.pdf,dow-uap-d5-mission-report-arabian-gulf-2020.pdf,.pdf,PDF,DOW-UAP-D005,1,Department of War,yes,30588,I:\My Drive\UFO\dow-uap-d5-mission-report-arabian-gulf-2020.pdf,"DOW-UAP-D005, Mission Report, Arabian Gulf, 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d50-email-correspondence-indopacom-april-2025.pdf,dow-uap-d50-email-correspondence-indopacom-april-2025.pdf,.pdf,PDF,DOW-UAP-D050,1,Department of War,yes,312451,I:\My Drive\UFO\dow-uap-d50-email-correspondence-indopacom-april-2025.pdf,"DOW-UAP-D050, Email Correspondence, INDOPACOM, April 2025"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf,dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf,.pdf,PDF,DOW-UAP-D051,1,Department of War,yes,76470,I:\My Drive\UFO\dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf,"DOW-UAP-D051, Email Correspondence, Pacific Time Zone, March 2023"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d52-email-correspondance-na-august-2024.pdf,dow-uap-d52-email-correspondance-na-august-2024.pdf,.pdf,PDF,DOW-UAP-D052,1,Department of War,yes,66874,I:\My Drive\UFO\dow-uap-d52-email-correspondance-na-august-2024.pdf,"DOW-UAP-D052, Email Correspondance, NA, August 2024"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d54-mission-report-mediterranean-sea-na.pdf,dow-uap-d54-mission-report-mediterranean-sea-na.pdf,.pdf,PDF,DOW-UAP-D054,1,Department of War,yes,20095,I:\My Drive\UFO\dow-uap-d54-mission-report-mediterranean-sea-na.pdf,"DOW-UAP-D054, Mission Report, Mediterranean Sea, NA"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d55-mission-report-syria-november-2016.pdf,dow-uap-d55-mission-report-syria-november-2016.pdf,.pdf,PDF,DOW-UAP-D055,1,Department of War,yes,207227,I:\My Drive\UFO\dow-uap-d55-mission-report-syria-november-2016.pdf,"DOW-UAP-D055, Mission Report, Syria, November 2016"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf,dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf,.pdf,PDF,DOW-UAP-D056,1,Department of War,yes,1849972,I:\My Drive\UFO\dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf,"DOW-UAP-D056, Range Fouler Debrief, Arabian Sea, August 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf,dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf,.pdf,PDF,DOW-UAP-D057,1,Department of War,yes,295447,I:\My Drive\UFO\dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf,"DOW-UAP-D057, Range Fouler Reporting Form, Gulf of Aden, September 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d58-range-fouler-debrief-na-october-2020.pdf,dow-uap-d58-range-fouler-debrief-na-october-2020.pdf,.pdf,PDF,DOW-UAP-D058,1,Department of War,yes,301419,I:\My Drive\UFO\dow-uap-d58-range-fouler-debrief-na-october-2020.pdf,"DOW-UAP-D058, Range Fouler Debrief, NA, October 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d6-mission-report-arabian-gulf-2020.pdf,dow-uap-d6-mission-report-arabian-gulf-2020.pdf,.pdf,PDF,DOW-UAP-D006,1,Department of War,yes,26847,I:\My Drive\UFO\dow-uap-d6-mission-report-arabian-gulf-2020.pdf,"DOW-UAP-D006, Mission Report, Arabian Gulf, 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,.pdf,PDF,DOW-UAP-D060,1,Department of War,yes,2412310,I:\My Drive\UFO\dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,"DOW-UAP-D060, Mission Report, Arabian Gulf, August 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,.pdf,PDF,DOW-UAP-D061,1,Department of War,yes,877324,I:\My Drive\UFO\dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,"DOW-UAP-D061, Mission Report, Arabian Gulf, August 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,.pdf,PDF,DOW-UAP-D062,1,Department of War,yes,1045437,I:\My Drive\UFO\dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,"DOW-UAP-D062, Mission Report, Strait of Hormuz, September 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,.pdf,PDF,DOW-UAP-D063,1,Department of War,yes,3311583,I:\My Drive\UFO\dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,"DOW-UAP-D063, Mission Report, Strait of Hormuz, October 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d64-mission-report-iran-november-2020.pdf,dow-uap-d64-mission-report-iran-november-2020.pdf,.pdf,PDF,DOW-UAP-D064,1,Department of War,yes,860506,I:\My Drive\UFO\dow-uap-d64-mission-report-iran-november-2020.pdf,"DOW-UAP-D064, Mission Report, Iran, November 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,.pdf,PDF,DOW-UAP-D065,1,Department of War,yes,3043075,I:\My Drive\UFO\dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,"DOW-UAP-D065, Mission Report, Arabian Gulf, July 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d7-mission-report-arabian-gulf-2020.pdf,dow-uap-d7-mission-report-arabian-gulf-2020.pdf,.pdf,PDF,DOW-UAP-D007,1,Department of War,yes,27337,I:\My Drive\UFO\dow-uap-d7-mission-report-arabian-gulf-2020.pdf,"DOW-UAP-D007, Mission Report, Arabian Gulf, 2020"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf,dow-uap-d74-mission-report-syria-november-2023.pdf,.pdf,PDF,DOW-UAP-D074,1,Department of War,yes,719044,I:\My Drive\UFO\dow-uap-d74-mission-report-syria-november-2023.pdf,"DOW-UAP-D074, Mission Report, Syria, November 2023"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,.pdf,PDF,DOW-UAP-D075,1,Department of War,yes,792150,I:\My Drive\UFO\dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,"DOW-UAP-D075, Mission Report, Gulf of Aden, July 2024"
https://www.war.gov/medialink/ufo/release_1/dow-uap-d8-mission-report-djibouti-2025.pdf,dow-uap-d8-mission-report-djibouti-2025.pdf,.pdf,PDF,DOW-UAP-D008,1,Department of War,yes,29154,I:\My Drive\UFO\dow-uap-d8-mission-report-djibouti-2025.pdf,"DOW-UAP-D008, Mission Report, Djibouti, 2025"
https://www.war.gov/medialink/ufo/release_1/dow-uap-pr20.pdf,dow-uap-pr20.pdf,.pdf,PDF,DOW-UAP-PR020,1,Department of War,yes,2292342,I:\My Drive\UFO\dow-uap-pr20.pdf,"DOW-UAP-PR020, Unresolved UAP Report, Kuwait, May 2022"
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b1.pdf,fbi-photo-b1.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B001
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf,fbi-photo-b10.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B010
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b11.pdf,fbi-photo-b11.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B011
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b12.pdf,fbi-photo-b12.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B012
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b13.pdf,fbi-photo-b13.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B013
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b14.pdf,fbi-photo-b14.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B014
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b15.pdf,fbi-photo-b15.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B015
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b16.pdf,fbi-photo-b16.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B016
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf,fbi-photo-b17.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B017
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf,fbi-photo-b18.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B018
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,fbi-photo-b19.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B019
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf,fbi-photo-b2.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B002
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,fbi-photo-b20.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B020
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,fbi-photo-b21.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B021
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,fbi-photo-b22.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B022
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,fbi-photo-b23.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B023
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf,fbi-photo-b24.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B024
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf,fbi-photo-b3.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B003
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf,fbi-photo-b4.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B004
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf,fbi-photo-b5.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B005
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,fbi-photo-b6.pdf,.pdf,PDF,,1,FBI,yes,608164,I:\My Drive\UFO\fbi-photo-b6.pdf,FBI Photo B006
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,fbi-photo-b7.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B007
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf,fbi-photo-b8.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B008
https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,fbi-photo-b9.pdf,.pdf,PDF,,1,FBI,no,,,FBI Photo B009
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d1-apollo-12-transcript-1969.pdf,nasa-uap-d1-apollo-12-transcript-1969.pdf,.pdf,PDF,NASA-UAP-D001,1,NASA,yes,1030644,I:\My Drive\UFO\nasa-uap-d1-apollo-12-transcript-1969.pdf,"NASA-UAP-D001, Apollo 12 Transcript, 1969"
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d2-apollo-17-transcript-1972.pdf,nasa-uap-d2-apollo-17-transcript-1972.pdf,.pdf,PDF,NASA-UAP-D002,1,NASA,yes,463669,I:\My Drive\UFO\nasa-uap-d2-apollo-17-transcript-1972.pdf,"NASA-UAP-D002, Apollo 17 Transcript, 1972"
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,.pdf,PDF,NASA-UAP-D004,1,NASA,yes,29286242,I:\My Drive\UFO\nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,"NASA-UAP-D004, Apollo 11 Technical Crew Debriefing, 1969"
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,.pdf,PDF,NASA-UAP-D005,1,NASA,yes,212585,I:\My Drive\UFO\nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,"NASA-UAP-D005, Apollo 17 Crew Debriefing for Science, 1973"
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,.pdf,PDF,NASA-UAP-D006,1,NASA,yes,513402,I:\My Drive\UFO\nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,"NASA-UAP-D006, Apollo 17 Technical Crew Debriefing, 1973"
https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,.pdf,PDF,NASA-UAP-D007,1,NASA,yes,659470,I:\My Drive\UFO\nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,"NASA-UAP-D007, Skylab Techincal Crew Debriefing 1973"
https://www.war.gov/medialink/ufo/release_1/serial 5 redacted_redacted.pdf,serial 5 redacted_redacted.pdf,.pdf,PDF,,1,FBI,yes,227126,I:\My Drive\UFO\serial 5 redacted_redacted.pdf,FBI September 2023 Sighting - Serial 003
https://www.war.gov/medialink/ufo/release_1/serial-3_redacted.pdf,serial-3_redacted.pdf,.pdf,PDF,,1,FBI,yes,275673,I:\My Drive\UFO\serial-3_redacted.pdf,FBI September 2023 Sighting - Serial 004
https://www.war.gov/medialink/ufo/release_1/serial-4-redacted_redacted.pdf,serial-4-redacted_redacted.pdf,.pdf,PDF,,1,FBI,yes,237155,I:\My Drive\UFO\serial-4-redacted_redacted.pdf,FBI September 2023 Sighting - Serial 005
https://www.war.gov/medialink/ufo/release_1/usper-statement-redacted.pdf,usper-statement-redacted.pdf,.pdf,PDF,,1,FBI,yes,786792,I:\My Drive\UFO\usper-statement-redacted.pdf,USPER Statement about UAP Sighting
https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,western_us_event_slides_5.08.2026.pdf,.pdf,PDF,,1,Department of War,yes,63463,I:\My Drive\UFO\western_us_event_slides_5.08.2026.pdf,Western US Event
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a1.png,fbi-photo-a1.png,.png,IMG,,1,FBI,yes,94513,I:\My Drive\UFO\fbi-photo-a1.png,FBI Photo A001
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a2.png,fbi-photo-a2.png,.png,IMG,,1,FBI,yes,98192,I:\My Drive\UFO\fbi-photo-a2.png,FBI Photo A002
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a3.png,fbi-photo-a3.png,.png,IMG,,1,FBI,yes,94807,I:\My Drive\UFO\fbi-photo-a3.png,FBI Photo A003
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a4.png,fbi-photo-a4.png,.png,IMG,,1,FBI,yes,96879,I:\My Drive\UFO\fbi-photo-a4.png,FBI Photo A004
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a5.png,fbi-photo-a5.png,.png,IMG,,1,FBI,no,,,FBI Photo A005
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a6.png,fbi-photo-a6.png,.png,IMG,,1,FBI,no,,,FBI Photo A006
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a7.png,fbi-photo-a7.png,.png,IMG,,1,FBI,no,,,FBI Photo A007
https://www.war.gov/medialink/ufo/release_1/fbi-photo-a8.png,fbi-photo-a8.png,.png,IMG,,1,FBI,no,,,FBI Photo A008
